year,bhk,furnished_type,property_age,aqi,urban_sprawl_index,flood_percentage,rainfall_mm,night_life_score,price_inr
2020,3,Semi-Furnished,23,198,0.45,0.53,1449.5,8,672500
2024,3,Semi-Furnished,10,129,0.22,0.35,1547.0,8,930500
2021,2,Semi-Furnished,6,231,0.63,0.45,1690.1,5,524500
2022,1,Unfurnished,16,166,0.98,0.43,1384.9,7,347500
2021,3,Unfurnished,24,232,0.26,0.48,1143.2,2,432000
2018,2,Furnished,3,123,0.43,0.14,1783.1,3,644000
2023,2,Semi-Furnished,6,115,0.58,0.0,1260.6,9,843000
2024,3,Semi-Furnished,2,176,0.86,0.31,1442.9,7,973500
2021,2,Semi-Furnished,23,244,0.42,0.46,1632.3,6,424000
2019,1,Unfurnished,19,182,0.47,0.08,1965.4,7,300000
2023,4,Semi-Furnished,13,204,0.51,0.32,1033.6,6,1004000
2019,3,Unfurnished,17,86,0.5,0.19,1518.9,2,620500
2022,1,Furnished,17,173,0.36,0.5,1936.1,3,383000
2023,2,Unfurnished,23,200,0.93,0.06,1255.1,5,519000
2021,1,Semi-Furnished,23,188,0.83,0.51,1112.3,2,300000
2023,3,Unfurnished,0,116,0.98,0.37,1596.8,3,836500
2022,3,Furnished,5,100,0.5,0.55,1152.2,7,1002500
2020,1,Furnished,8,177,0.24,0.56,1878.9,2,323000
2024,1,Unfurnished,24,125,0.29,0.49,1723.2,6,310500
2019,1,Unfurnished,1,100,0.49,0.32,1121.0,5,326000
2022,2,Unfurnished,7,177,0.93,0.09,1577.4,3,547500
2020,3,Semi-Furnished,23,151,0.98,0.14,1027.1,8,831000
2023,1,Unfurnished,19,175,0.86,0.25,1845.2,6,348500
2023,2,Semi-Furnished,3,131,0.39,0.44,1205.4,9,757000
2022,2,Unfurnished,20,108,0.73,0.33,1731.8,1,455500
2021,2,Semi-Furnished,9,148,0.68,0.26,1106.3,3,586000
2023,2,Semi-Furnished,22,246,0.86,0.29,1472.4,8,596500
2021,2,Semi-Furnished,0,106,0.61,0.44,1929.2,1,599000
2021,3,Semi-Furnished,10,190,0.45,0.02,1074.5,8,852000
2024,4,Unfurnished,8,217,0.22,0.27,1295.4,5,904500
2021,4,Semi-Furnished,18,115,0.84,0.34,1782.6,8,1078000
2018,2,Semi-Furnished,10,174,0.62,0.35,1463.4,7,525500
2024,3,Semi-Furnished,3,95,0.63,0.37,1650.3,9,1057500
2020,4,Unfurnished,22,243,0.97,0.03,1812.0,7,839500
2020,1,Semi-Furnished,4,169,0.59,0.33,1784.1,4,360500
2023,1,Furnished,20,187,0.45,0.33,1395.4,1,378500
2023,1,Furnished,16,163,0.47,0.51,1430.6,2,417500
2021,2,Semi-Furnished,17,241,0.21,0.46,1571.1,2,356000
2024,3,Semi-Furnished,4,244,0.3,0.02,1122.8,1,763000
2024,2,Unfurnished,17,147,0.24,0.33,1869.5,7,562500
2018,2,Unfurnished,16,138,0.39,0.41,1093.5,4,339500
2021,2,Semi-Furnished,2,236,0.25,0.35,1184.8,7,556500
2018,1,Unfurnished,10,110,0.46,0.41,1944.8,8,300000
2021,2,Unfurnished,16,145,0.3,0.07,1281.8,6,504500
2019,1,Furnished,7,168,0.93,0.1,1244.2,8,565000
2019,1,Furnished,23,82,0.95,0.35,1425.3,2,415500
2022,3,Furnished,7,186,0.68,0.48,1724.3,1,815000
2021,3,Unfurnished,22,148,0.84,0.02,1366.2,9,793000
2024,3,Furnished,22,101,0.74,0.26,1874.7,9,1084000
2023,3,Unfurnished,1,159,0.85,0.6,1149.4,9,861000
2020,3,Semi-Furnished,24,132,0.71,0.46,1117.9,4,690000
2022,3,Semi-Furnished,6,155,0.54,0.27,1077.4,9,928500
2023,3,Semi-Furnished,20,121,0.9,0.06,1298.4,9,990000
2019,3,Furnished,19,83,0.55,0.22,1199.6,5,874000
2021,2,Unfurnished,23,192,0.52,0.09,1461.3,1,341500
2022,2,Semi-Furnished,20,121,0.7,0.55,1995.7,8,646500
2021,3,Unfurnished,5,176,0.95,0.41,1868.5,1,642500
2019,2,Furnished,19,249,0.55,0.51,1895.0,3,424500
2022,2,Semi-Furnished,17,205,0.66,0.54,1830.7,3,475000
2019,2,Semi-Furnished,6,82,0.59,0.36,1271.7,5,623000
2018,2,Semi-Furnished,17,160,0.93,0.0,1226.3,5,548000
2019,4,Semi-Furnished,11,218,0.74,0.33,1732.1,5,881500
2024,2,Semi-Furnished,6,160,0.54,0.48,1599.0,4,652000
2024,2,Unfurnished,6,242,0.69,0.19,1206.1,1,468500
2021,1,Semi-Furnished,0,184,0.32,0.56,1967.3,4,334000
2020,3,Furnished,9,203,0.47,0.6,1424.2,8,829000
2019,2,Furnished,9,178,0.79,0.33,1814.4,5,636500
2023,3,Unfurnished,11,85,0.65,0.32,1073.8,7,867000
2024,3,Unfurnished,2,111,0.45,0.39,1035.2,1,765500
2020,2,Semi-Furnished,2,90,0.49,0.34,1455.8,5,658000
2018,1,Semi-Furnished,12,122,0.85,0.1,1119.4,8,448000
2022,1,Unfurnished,12,118,0.63,0.16,1979.3,5,381000
2022,3,Semi-Furnished,5,220,0.39,0.12,1812.0,1,716000
2024,3,Furnished,2,92,0.44,0.04,1454.1,2,1056000
2020,2,Semi-Furnished,14,118,0.57,0.08,1979.5,6,637000
2024,1,Unfurnished,8,241,0.81,0.58,1238.3,2,300000
2022,1,Furnished,20,239,1.0,0.33,1679.0,9,511500
2019,3,Semi-Furnished,5,147,0.35,0.08,1017.5,9,861000
2020,1,Semi-Furnished,5,183,0.8,0.43,1372.3,2,307500
2021,1,Unfurnished,7,144,0.69,0.29,1079.3,1,300000
2019,2,Semi-Furnished,10,192,0.62,0.13,1367.4,7,570500
2019,3,Semi-Furnished,18,86,0.97,0.57,1380.6,7,805500
2019,3,Semi-Furnished,15,82,0.46,0.13,1375.2,3,759500
2021,2,Unfurnished,8,165,0.34,0.06,1414.4,2,450000
2018,3,Semi-Furnished,22,128,0.9,0.12,1616.9,9,814000
2023,2,Unfurnished,10,137,0.25,0.55,1189.4,9,585500
2024,4,Unfurnished,15,107,0.85,0.51,1234.4,6,1026500
2022,1,Semi-Furnished,5,194,0.67,0.54,1645.4,7,427000
2024,3,Furnished,16,234,0.33,0.55,1466.2,2,756500
2020,2,Unfurnished,15,101,0.38,0.05,1161.9,6,534500
2018,1,Unfurnished,19,173,0.32,0.43,1787.2,6,300000
2020,3,Semi-Furnished,20,180,0.77,0.4,1930.9,8,757000
2024,2,Semi-Furnished,17,150,0.32,0.6,1465.3,9,667000
2022,2,Semi-Furnished,0,193,0.75,0.43,1614.0,2,577500
2021,2,Unfurnished,17,92,0.3,0.48,1815.3,7,511000
2024,2,Unfurnished,7,229,0.84,0.43,1963.8,9,615500
2019,2,Semi-Furnished,21,84,0.94,0.37,1969.1,6,599500
2024,2,Semi-Furnished,9,101,0.65,0.33,1922.8,7,789500
2019,3,Furnished,1,206,0.97,0.58,1816.0,9,909000
2021,3,Semi-Furnished,8,132,0.51,0.56,1425.8,4,765000
2024,1,Semi-Furnished,23,118,0.4,0.26,1669.6,2,388000
2018,2,Furnished,3,116,0.34,0.17,1763.4,2,617500
2018,3,Unfurnished,10,110,0.58,0.31,1091.9,1,571500
2020,1,Semi-Furnished,9,141,0.3,0.45,1116.4,9,416500
2021,2,Unfurnished,13,182,0.9,0.24,1705.4,4,477000
2018,3,Unfurnished,6,160,0.83,0.32,1666.9,5,645000
2024,3,Unfurnished,18,206,0.65,0.18,1803.9,4,702000
2021,1,Unfurnished,5,85,0.78,0.26,1184.6,4,399000
2022,2,Furnished,15,184,0.24,0.57,1936.7,6,619500
2019,2,Semi-Furnished,18,160,0.36,0.13,1238.4,6,516500
2024,4,Furnished,18,241,0.7,0.59,1135.1,1,950500
2019,1,Semi-Furnished,12,166,0.58,0.13,1324.3,1,300000
2019,4,Semi-Furnished,11,131,0.68,0.19,1808.6,7,1023500
2021,2,Unfurnished,24,237,0.27,0.05,1028.2,1,300000
2021,2,Semi-Furnished,21,92,0.72,0.45,1226.8,1,517500
2020,2,Semi-Furnished,14,132,0.84,0.01,1955.6,6,660500
2019,3,Unfurnished,7,227,0.64,0.47,1017.0,8,621500
2020,2,Semi-Furnished,3,213,0.49,0.35,1278.3,7,568500
2019,2,Unfurnished,19,134,0.34,0.45,1325.8,6,387500
2020,3,Semi-Furnished,7,238,0.41,0.47,1923.9,7,697500
2020,4,Semi-Furnished,22,138,0.62,0.07,1851.2,2,903500
2022,2,Furnished,20,226,0.4,0.01,1460.1,6,652500
2020,1,Unfurnished,15,177,0.82,0.1,1317.6,9,355000
2021,3,Semi-Furnished,15,235,0.31,0.23,1944.4,4,656500
2020,3,Semi-Furnished,1,220,0.61,0.04,1188.3,2,730000
2019,1,Unfurnished,21,153,0.6,0.27,1476.8,9,300000
2020,4,Semi-Furnished,16,140,0.31,0.17,1418.4,8,1005500
2018,1,Unfurnished,22,248,1.0,0.22,1935.2,8,300000
2023,3,Unfurnished,24,124,0.86,0.56,1755.8,7,748000
2019,2,Unfurnished,4,214,0.51,0.43,1463.4,8,442500
2018,2,Furnished,4,165,0.75,0.39,1607.1,3,591500
2019,2,Unfurnished,11,93,0.77,0.39,1907.5,6,520500
2021,3,Semi-Furnished,6,115,0.72,0.33,1831.2,7,907500
2023,4,Unfurnished,4,87,0.55,0.31,1615.5,5,1051500
2023,2,Unfurnished,3,91,0.91,0.53,1915.3,2,595500
2021,2,Unfurnished,16,247,0.82,0.05,1380.3,7,477500
2023,2,Semi-Furnished,5,185,0.63,0.17,1733.2,2,617500
2021,3,Unfurnished,13,221,0.2,0.06,1016.1,9,695000
2018,4,Unfurnished,8,130,0.38,0.01,1583.0,9,946500
2022,3,Furnished,3,84,0.61,0.01,1137.0,6,1100500
2019,2,Semi-Furnished,10,80,0.92,0.01,1524.3,4,670500
2021,4,Unfurnished,19,183,0.7,0.41,1246.5,4,800500
2019,1,Semi-Furnished,20,184,0.53,0.07,1380.7,5,300000
2018,2,Unfurnished,15,180,0.24,0.12,1792.2,7,391000
2022,2,Semi-Furnished,15,207,0.68,0.25,1058.6,8,628500
2018,2,Unfurnished,15,176,0.48,0.16,1537.4,8,433000
2023,3,Unfurnished,5,128,0.63,0.49,1144.9,7,826500
2019,3,Unfurnished,14,224,0.81,0.37,1573.2,6,581500
2024,1,Unfurnished,2,174,0.84,0.2,1633.6,2,390000
2022,2,Furnished,8,114,0.89,0.19,1182.1,8,886500
2023,2,Unfurnished,0,92,0.71,0.41,1006.0,4,647500
2022,2,Unfurnished,10,195,0.92,0.1,1085.5,8,612000
2023,2,Semi-Furnished,21,244,0.75,0.17,1689.6,5,550500
2018,1,Semi-Furnished,5,117,0.83,0.21,1380.1,3,369500
2021,3,Unfurnished,23,157,0.75,0.27,1372.9,6,672500
2019,3,Unfurnished,4,213,0.9,0.11,1691.9,2,610500
2020,4,Unfurnished,24,142,0.38,0.09,1497.1,6,842500
2020,4,Unfurnished,24,88,0.81,0.59,1637.1,6,864500
2018,3,Unfurnished,17,243,0.29,0.55,1919.3,1,338500
2019,1,Unfurnished,20,102,0.27,0.31,1506.9,5,300000
2019,3,Semi-Furnished,11,158,0.59,0.46,1638.0,5,707000
2018,2,Furnished,6,197,0.44,0.4,1639.7,8,617000
2019,3,Semi-Furnished,1,138,0.65,0.05,1534.7,7,884500
2021,2,Unfurnished,6,193,0.74,0.31,1664.4,9,574500
2018,3,Semi-Furnished,8,214,0.38,0.11,1834.3,3,627500
2021,2,Semi-Furnished,23,126,0.76,0.35,1807.8,1,492500
2019,1,Furnished,24,168,1.0,0.04,1057.3,7,476000
2018,2,Semi-Furnished,19,166,0.81,0.1,1951.8,9,585000
2019,1,Semi-Furnished,7,154,0.34,0.47,1847.2,7,344500
2018,4,Unfurnished,8,215,0.71,0.51,1970.6,7,779500
2019,2,Semi-Furnished,9,115,0.21,0.54,1194.1,6,530000
2021,2,Unfurnished,11,249,0.58,0.54,1536.4,5,363000
2024,4,Unfurnished,1,118,0.63,0.54,1439.9,5,1039000
2021,3,Unfurnished,9,144,0.98,0.06,1377.0,8,850000
2019,2,Semi-Furnished,2,123,0.79,0.4,1406.5,9,696000
2018,2,Semi-Furnished,0,156,0.76,0.42,1903.6,4,537000
2020,2,Furnished,16,159,0.63,0.16,1698.4,1,580000
2021,3,Unfurnished,21,220,0.61,0.6,1324.7,5,536000
2021,3,Unfurnished,0,116,0.99,0.17,1378.9,4,827500
2023,4,Furnished,4,93,0.22,0.34,1468.5,4,1188000
2020,1,Furnished,13,201,0.44,0.52,1366.9,1,300000
2019,2,Semi-Furnished,5,220,0.31,0.17,1210.1,3,450500
2024,1,Unfurnished,8,219,0.45,0.36,1435.3,3,300000
2018,3,Semi-Furnished,21,134,0.57,0.43,1079.5,8,713500
2023,1,Unfurnished,13,235,0.47,0.38,1854.4,6,300000
2019,1,Furnished,3,101,0.97,0.24,1824.9,6,595000
2022,2,Semi-Furnished,0,163,0.74,0.57,1891.9,6,665500
2024,2,Unfurnished,5,226,0.78,0.37,1445.9,8,611500
2021,3,Furnished,6,237,0.79,0.13,1651.2,5,882500
2022,2,Semi-Furnished,20,169,0.92,0.48,1810.0,3,531000
2021,2,Furnished,5,94,0.81,0.39,1314.9,1,713500
2021,2,Furnished,23,109,0.21,0.07,1633.4,8,736500
2022,3,Unfurnished,0,108,0.41,0.17,1438.2,4,807500
2024,2,Unfurnished,7,239,0.99,0.09,1373.7,3,551500
2022,2,Semi-Furnished,11,196,0.72,0.04,1859.5,8,695000
2019,2,Furnished,10,237,0.25,0.14,1624.1,7,587000
2023,1,Furnished,1,187,0.57,0.17,1623.4,8,649500
2023,3,Semi-Furnished,1,194,0.98,0.28,1156.9,2,847000
2022,1,Unfurnished,23,95,0.99,0.58,1346.9,8,382000
2019,4,Unfurnished,1,243,0.55,0.57,1841.3,4,731500
2023,2,Semi-Furnished,7,161,0.91,0.45,1213.5,2,617500
2019,3,Semi-Furnished,20,107,0.67,0.39,1970.5,4,711500
2019,3,Semi-Furnished,24,141,0.61,0.57,1831.9,8,704500
2021,2,Semi-Furnished,24,135,0.53,0.09,1267.6,6,594500
2023,3,Semi-Furnished,23,154,0.91,0.2,1108.2,3,802000
2023,2,Furnished,24,96,0.7,0.33,1169.6,7,794500
2021,2,Unfurnished,6,100,0.47,0.49,1242.2,6,553500
2022,2,Unfurnished,15,244,0.59,0.37,1237.7,5,404500
2021,2,Semi-Furnished,23,194,0.56,0.49,1016.3,6,483500
2023,3,Furnished,21,241,0.56,0.09,1715.3,3,806500
2023,2,Unfurnished,8,108,0.45,0.12,1977.1,5,629000
2024,3,Unfurnished,15,147,0.71,0.44,1286.4,3,723000
2022,2,Unfurnished,1,90,0.24,0.21,1016.3,2,557500
2021,2,Unfurnished,2,161,0.91,0.26,1918.3,2,511000
2018,4,Unfurnished,1,207,0.53,0.47,1206.2,2,710500
2018,3,Semi-Furnished,21,196,0.84,0.04,1007.2,4,657000
2022,3,Unfurnished,18,175,0.78,0.1,1224.1,2,658000
2021,3,Semi-Furnished,16,153,0.58,0.18,1104.0,4,768000
2021,4,Unfurnished,19,187,0.36,0.53,1726.0,9,844500
2019,2,Unfurnished,20,241,0.65,0.24,1001.6,3,300000
2023,3,Semi-Furnished,11,240,0.96,0.15,1441.4,5,828500
2020,2,Semi-Furnished,10,217,0.35,0.41,1492.0,2,406500
2024,1,Unfurnished,19,139,0.4,0.02,1784.2,7,423000
2022,1,Furnished,21,105,0.99,0.47,1522.4,5,538500
2020,2,Unfurnished,18,185,0.91,0.42,1124.7,7,453000
2020,2,Unfurnished,5,104,0.64,0.03,1426.5,3,550500
2022,3,Semi-Furnished,9,81,0.76,0.3,1934.6,6,945000
2021,3,Furnished,13,169,0.55,0.24,1236.8,3,835000
2022,2,Semi-Furnished,0,163,0.52,0.09,1299.5,1,615500
2020,1,Unfurnished,14,82,0.55,0.09,1873.3,8,409500
2023,2,Semi-Furnished,5,111,0.53,0.1,1786.0,9,832000
2024,2,Unfurnished,12,80,0.74,0.36,1295.5,5,660000
2024,3,Semi-Furnished,23,103,0.46,0.1,1708.4,1,813000
2023,1,Unfurnished,13,129,0.34,0.04,1085.1,2,324000
2023,2,Furnished,12,123,0.77,0.57,1543.0,8,818500
2021,4,Unfurnished,23,112,0.23,0.02,1871.0,7,923000
2018,3,Furnished,15,117,0.78,0.4,1842.5,4,806000
2022,3,Unfurnished,0,191,0.41,0.56,1202.8,3,646000
2024,3,Furnished,13,131,0.35,0.02,1533.2,4,996000
2023,2,Unfurnished,12,114,0.5,0.58,1398.5,5,539000
2022,1,Unfurnished,22,96,0.29,0.3,1560.9,4,300000
2024,3,Unfurnished,9,137,0.51,0.47,1075.1,9,858500
2023,3,Furnished,9,127,0.28,0.38,1981.4,1,869000
2024,2,Unfurnished,3,122,0.59,0.37,1563.5,1,566500
2021,1,Unfurnished,13,127,0.34,0.47,1119.3,7,301500
2018,3,Unfurnished,11,123,0.3,0.04,1642.3,3,606000
2018,1,Furnished,21,112,0.66,0.24,1007.7,4,393000
2023,1,Unfurnished,5,166,0.7,0.58,1006.5,1,300000
2024,2,Unfurnished,14,162,0.2,0.03,1179.1,2,503500
2021,2,Furnished,4,209,0.51,0.16,1270.9,5,688000
2019,1,Furnished,9,217,0.26,0.4,1263.2,4,314000
2022,1,Unfurnished,8,162,0.79,0.06,1443.2,3,348000
2022,3,Furnished,9,235,0.75,0.32,1513.2,2,807000
2020,2,Unfurnished,23,215,0.24,0.43,1422.2,1,300000
2021,2,Unfurnished,11,186,0.95,0.45,1373.9,1,396500
2024,2,Furnished,21,230,0.97,0.34,1670.1,1,611000
2020,4,Semi-Furnished,3,188,0.47,0.3,1248.3,7,999000
2023,1,Unfurnished,3,171,0.3,0.43,1627.8,1,300000
2024,1,Unfurnished,12,142,0.29,0.09,1956.7,2,333500
2020,3,Unfurnished,24,156,0.87,0.41,1471.8,2,549500
2018,1,Semi-Furnished,13,116,0.57,0.55,1511.2,8,353500
2022,2,Furnished,11,91,0.21,0.41,1728.3,5,733500
2024,2,Unfurnished,12,153,0.94,0.03,1507.4,4,636500
2020,4,Furnished,19,194,0.67,0.3,1143.9,3,953000
2018,3,Unfurnished,12,160,0.75,0.44,1610.7,8,649000
2021,4,Semi-Furnished,22,94,0.86,0.03,1508.8,6,1087500
2020,1,Unfurnished,21,159,0.85,0.46,1951.5,7,300000
2023,3,Semi-Furnished,1,163,0.26,0.17,1093.0,5,882500
2023,1,Unfurnished,20,198,0.66,0.35,1536.5,5,300000
2023,3,Furnished,18,89,0.76,0.58,1616.9,8,1020000
2024,3,Unfurnished,8,121,0.27,0.6,1619.9,1,676000
2022,1,Unfurnished,9,233,0.38,0.38,1059.7,3,300000
2020,3,Furnished,16,128,0.52,0.29,1327.8,7,900500
2021,1,Semi-Furnished,9,230,0.91,0.11,1262.5,3,349500
2020,2,Unfurnished,19,96,0.88,0.13,1680.0,9,617500
2022,4,Semi-Furnished,12,241,0.83,0.26,1735.4,2,903000
2018,1,Furnished,19,184,0.99,0.42,1209.3,1,300000
2022,1,Semi-Furnished,24,136,0.39,0.46,1826.1,7,374000
2023,2,Unfurnished,0,165,0.57,0.13,1485.0,9,702500
2024,3,Unfurnished,1,211,0.56,0.32,1263.0,4,752000
2018,1,Furnished,16,148,0.74,0.35,1299.8,9,473500
2024,2,Unfurnished,12,174,0.88,0.54,1263.5,3,513000
2023,3,Semi-Furnished,16,162,0.59,0.53,1604.4,8,847500
2019,1,Semi-Furnished,12,129,0.59,0.49,1527.1,9,406500
2022,2,Unfurnished,16,205,0.69,0.31,1938.7,5,457500
2022,3,Unfurnished,18,146,0.79,0.04,1273.7,5,757000
2021,2,Furnished,13,167,0.36,0.2,1319.2,5,664000
2020,3,Unfurnished,19,207,0.97,0.37,1006.5,9,679500
2018,1,Semi-Furnished,9,192,0.27,0.38,1298.3,9,313000
2024,4,Furnished,1,184,0.22,0.51,1250.9,3,1096500
2018,4,Unfurnished,13,194,0.49,0.23,1402.0,4,735500
2021,1,Unfurnished,16,142,0.76,0.56,1495.6,6,300000
2021,1,Furnished,4,105,0.98,0.1,1670.3,8,708000
2024,4,Semi-Furnished,21,207,0.95,0.03,1191.9,2,998500
2020,2,Unfurnished,17,80,0.75,0.11,1556.4,4,533500
2024,2,Unfurnished,2,173,0.55,0.28,1728.6,5,610000
2024,3,Semi-Furnished,15,194,0.68,0.49,1241.2,6,825500
2023,3,Semi-Furnished,18,225,0.97,0.09,1351.2,1,738500
2020,3,Semi-Furnished,17,91,0.41,0.33,1205.1,6,795500
2022,1,Furnished,19,245,0.58,0.47,1111.0,7,407500
2023,2,Semi-Furnished,4,121,0.75,0.02,1756.2,9,861000
2019,3,Furnished,7,243,0.21,0.02,1240.1,8,830000
2020,3,Semi-Furnished,5,95,0.51,0.29,1367.6,3,807500
2021,3,Unfurnished,14,146,0.65,0.11,1247.7,5,722500
2023,4,Semi-Furnished,24,246,0.92,0.27,1043.8,1,855500
2020,3,Semi-Furnished,2,178,0.99,0.03,1729.0,9,946500
2018,2,Unfurnished,8,138,0.65,0.59,1643.3,7,438500
2024,3,Unfurnished,10,117,0.96,0.39,1476.1,3,810500
2019,2,Semi-Furnished,19,223,0.28,0.41,1674.3,6,398500
2022,1,Semi-Furnished,23,218,0.76,0.31,1846.5,1,300000
2024,2,Furnished,22,107,0.52,0.49,1618.5,3,701500
2018,3,Furnished,13,170,0.8,0.5,1906.8,1,690000
2018,4,Unfurnished,22,190,0.89,0.1,1201.5,7,814000
2019,2,Semi-Furnished,8,173,0.24,0.46,1883.4,3,432000
2022,2,Unfurnished,9,156,0.95,0.34,1541.5,5,563000
2021,2,Unfurnished,14,159,0.25,0.46,1841.6,5,417000
2023,3,Unfurnished,17,209,0.8,0.55,1743.8,9,733500
2022,3,Semi-Furnished,20,227,0.26,0.2,1057.6,1,609000
2020,2,Unfurnished,18,151,0.89,0.34,1837.8,3,417000
2018,3,Unfurnished,6,117,0.36,0.47,1337.3,4,598500
2020,2,Unfurnished,18,246,0.55,0.59,1423.1,4,300000
2021,2,Unfurnished,4,110,0.95,0.37,1011.1,8,659500
2020,2,Furnished,20,159,0.83,0.43,1758.7,8,679500
2022,3,Furnished,17,230,0.83,0.51,1467.0,4,791500
2020,1,Semi-Furnished,0,241,0.81,0.45,1939.6,9,412500
2021,3,Semi-Furnished,11,175,0.66,0.57,1281.0,9,820500
2021,2,Semi-Furnished,5,96,0.96,0.14,1496.1,3,704000
2021,2,Semi-Furnished,12,186,0.87,0.54,1411.1,9,630000
2022,2,Semi-Furnished,16,103,0.55,0.12,1792.1,8,734000
2021,2,Unfurnished,8,242,0.79,0.34,1535.6,4,416000
2018,2,Unfurnished,20,197,1.0,0.31,1459.9,5,356500
2024,3,Unfurnished,0,230,0.9,0.5,1946.8,2,705000
2021,2,Unfurnished,11,215,0.2,0.24,1377.9,7,444000
2020,3,Unfurnished,23,166,0.79,0.09,1490.0,2,584500
2023,2,Semi-Furnished,0,228,0.92,0.42,1554.1,1,571000
2020,2,Semi-Furnished,3,98,0.46,0.36,1053.9,5,639000
2023,2,Unfurnished,6,238,0.98,0.5,1526.5,8,565000
2020,4,Unfurnished,19,129,0.52,0.46,1335.8,4,799000
2022,2,Semi-Furnished,4,150,0.54,0.54,1650.2,1,543000
2020,2,Unfurnished,22,191,0.33,0.5,1643.6,4,300000
2022,4,Unfurnished,19,103,0.28,0.41,1711.3,9,968500
2022,1,Furnished,4,125,0.63,0.28,1399.2,8,656000
2021,3,Semi-Furnished,6,215,0.68,0.01,1104.8,9,891500
2018,1,Furnished,16,156,0.49,0.18,1439.2,7,426000
2023,3,Furnished,11,82,0.69,0.44,1552.2,6,1036000
2021,1,Furnished,14,241,0.52,0.04,1024.9,6,445000
2021,4,Unfurnished,2,156,0.89,0.45,1547.4,1,865500
2024,2,Unfurnished,16,197,0.96,0.31,1399.3,3,512500
2022,2,Unfurnished,13,137,0.67,0.52,1478.5,2,447000
2022,1,Unfurnished,14,242,0.87,0.4,1303.3,7,300000
2023,2,Semi-Furnished,14,100,0.88,0.48,1492.1,6,716000
2020,3,Semi-Furnished,14,144,0.77,0.1,1881.8,3,768000
2020,2,Furnished,18,145,0.35,0.1,1787.8,4,625000
2021,2,Furnished,10,121,0.32,0.13,1616.0,1,651500
2019,2,Semi-Furnished,17,122,0.94,0.2,1626.6,4,567000
2019,2,Semi-Furnished,20,105,0.41,0.54,1895.4,2,425000
2020,1,Unfurnished,9,233,0.4,0.46,1479.7,5,300000
2019,1,Semi-Furnished,20,215,0.33,0.22,1539.3,9,300000
2024,3,Furnished,8,244,0.62,0.55,1860.2,9,955500
2020,4,Unfurnished,23,161,0.74,0.47,1754.7,1,707500
2022,2,Semi-Furnished,2,225,0.74,0.39,1433.1,6,620500
2021,3,Furnished,0,243,0.41,0.26,1305.3,2,789000
2018,1,Unfurnished,20,183,0.28,0.39,1517.8,1,300000
2021,2,Furnished,10,209,0.45,0.36,1120.6,9,702000
2020,2,Unfurnished,15,163,0.6,0.47,1680.4,2,351500
2024,2,Furnished,2,199,0.69,0.14,1464.4,6,839000
2020,2,Unfurnished,20,82,0.42,0.53,1595.0,6,460500
2021,3,Unfurnished,8,183,0.35,0.36,1846.2,3,608000
2024,4,Unfurnished,10,187,0.87,0.48,1356.3,6,978000
2024,1,Semi-Furnished,16,113,0.89,0.21,1497.2,4,524500
2024,2,Furnished,0,205,0.42,0.24,1555.7,8,841000
2023,4,Semi-Furnished,8,192,0.65,0.56,1280.2,4,979000
2020,2,Furnished,2,189,0.55,0.37,1274.8,7,700500
2019,3,Furnished,9,149,0.31,0.19,1526.2,2,778500
2019,2,Unfurnished,4,217,0.95,0.05,1257.2,6,500500
2020,2,Semi-Furnished,24,167,0.21,0.26,1861.2,5,455000
2020,1,Unfurnished,10,97,0.35,0.51,1994.9,1,300000
2023,3,Semi-Furnished,4,240,0.48,0.15,1210.9,5,815500
2019,3,Unfurnished,11,214,0.89,0.52,1575.3,6,592000
2020,2,Unfurnished,13,124,0.83,0.1,1145.4,2,479000
2020,3,Semi-Furnished,11,191,0.66,0.08,1185.6,7,808000
2023,2,Unfurnished,18,236,0.76,0.36,1766.0,1,366000
2023,1,Semi-Furnished,8,162,0.47,0.48,1199.7,1,343000
2021,3,Furnished,6,245,0.95,0.47,1749.0,1,759500
2023,2,Unfurnished,15,118,0.22,0.33,1404.0,2,469500
2018,2,Semi-Furnished,6,232,0.28,0.38,1479.5,1,329000
2019,2,Semi-Furnished,13,224,0.94,0.15,1259.4,7,552500
2021,4,Unfurnished,7,140,0.96,0.33,1549.0,5,961500
2018,3,Semi-Furnished,20,130,0.59,0.12,1331.6,7,751000
2020,3,Unfurnished,17,116,0.66,0.56,1174.6,5,641000
2020,1,Unfurnished,24,146,0.92,0.41,1139.1,8,300000
2021,3,Unfurnished,2,103,0.88,0.34,1999.7,8,874000
2023,2,Semi-Furnished,1,201,0.89,0.15,1345.6,9,790500
2024,4,Semi-Furnished,4,128,0.5,0.25,1804.9,3,1104500
2024,1,Unfurnished,7,228,0.86,0.47,1341.4,2,300000
2020,2,Unfurnished,18,248,0.26,0.14,1623.0,7,367000
2024,2,Furnished,21,224,0.59,0.08,1841.2,7,738000
2022,3,Furnished,8,188,0.39,0.18,1696.0,3,864000
2021,3,Semi-Furnished,1,181,0.23,0.48,1069.1,2,695000
2018,2,Unfurnished,14,228,0.69,0.53,1192.8,2,300000
2021,2,Unfurnished,7,147,0.26,0.25,1873.6,3,456500
2019,3,Furnished,9,123,0.3,0.47,1471.2,8,881500
2023,1,Unfurnished,6,203,0.27,0.2,1598.5,8,374000
2023,3,Unfurnished,18,107,0.98,0.31,1024.5,1,724500
2021,4,Semi-Furnished,0,115,0.23,0.01,1487.3,9,1176500
